symbol,entry_date,entry_close,peak_date,peak_close,multiple,days_to_peak,shares,entry_mcap_approx,cap_bucket
BIAF,2025-11-21,1.4700000286102295,2026-09-04,15.270000457763672,10.387755211270484,287,1166625.062972292,1714938.87594668,<50M
BIAF,2025-12-12,1.5099999904632568,2026-09-04,15.270000457763672,10.112583148479986,266,1166625.062972292,1761603.8339623574,<50M
BIAF,2026-06-12,1.4800000190734863,2026-09-04,15.270000457763672,10.317567743899787,84,1166625.062972292,1726605.1154505995,<50M
BILL,2020-04-03,31.049999237060547,2021-11-12,334.70001220703125,10.779388741740812,588,85276781.99041812,2647844015.7414613,2-10B
BKSY,2024-09-27,4.460000038146973,2026-05-29,48.470001220703125,10.867713185231562,609,40924846.02247191,182524814.8213837,50-300M
BLDP,2019-01-25,3.25,2021-01-22,37.06999969482422,11.406153752253605,728,351090705.93607306,1141044794.2922375,300M-2B
BLDP,2019-05-31,3.8399999141693115,2021-02-05,38.68000030517578,10.072916971286766,616,351090705.93607306,1348188280.6601636,300M-2B
BLDP,2019-06-14,3.7699999809265137,2021-02-05,38.68000030517578,10.259947082458552,602,351090705.93607306,1323611954.6824718,300M-2B
BLFS,2016-07-08,1.5742000341415405,2018-07-06,17.020000457763672,10.811840991380235,728,48906704.00105988,76988935.10821868,50-300M
BLFS,2016-07-22,2.140000104904175,2018-07-20,21.989999771118164,10.275700323903878,728,48906704.00105988,104660351.69278558,50-300M
BLNK,2018-11-30,2.2100000381469727,2020-11-27,28.0,12.669683039226221,728,144938715.4989384,320314566.7816271,300M-2B
BMEA,2022-04-22,3.2200000286102295,2023-06-09,40.900001525878906,12.701863715054555,413,72483852.08333334,233398005.78211302,50-300M
BMNR,2025-06-13,4.960000038146973,2025-07-04,135.0,27.217741726154344,21,603226393.99126,2992002937.2079105,2-10B
BMR,2023-09-22,1.2699999809265137,2024-02-16,13.569999694824219,10.68503929025604,147,15529854.074074073,19722914.377865613,<50M
BMR,2023-10-27,1.2599999904632568,2024-02-16,13.569999694824219,10.769841109153514,112,15529854.074074073,19567615.9852291,<50M
